what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271201356265
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271201385328
opened,view,org.eclipse.php.debug.ui,2.1.1.v20090714-1338,"org.eclipse.debug.ui.PHPDebugOutput",1271201385671
activated,view,org.eclipse.php.debug.ui,2.1.1.v20090714-1338,"org.eclipse.debug.ui.PHPDebugOutput",1271201385828
started,bundle,org.eclipse.ui.browser,3.2.300.v20090526,"org.eclipse.ui.browser",1271201385984
opened,editor,org.eclipse.ui.browser,3.2.300.v20090526,"org.eclipse.ui.browser.editor",1271201387812
activated,editor,org.eclipse.ui.browser,3.2.300.v20090526,"org.eclipse.ui.browser.editor",1271201387937
activated,editor,org.eclipse.php.ui,2.1.1.v20090914-1400,"org.eclipse.php.editor",1271201409921
closed,editor,org.eclipse.ui.browser,3.2.300.v20090526,"org.eclipse.ui.browser.editor",1271201409921
activated,view,org.eclipse.php.debug.ui,2.1.1.v20090714-1338,"org.eclipse.debug.ui.PHPDebugOutput",1271201417234
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1271201418093
opened,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.PropertySheet",1271201433296
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.PropertySheet",1271201433406
executed,command,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.properties.NewPropertySheetCommand",1271201433406
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1271201436843
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271201445718
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271201450234
opened,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1271201450343
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1271201450453
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.ide.OpenMarkersView",1271201450484
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1271201454000
closed,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1271201454000
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.PropertySheet",1271201455437
closed,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1271201455437
opened,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.PropertySheet",1271201468734
